COUNTRY,Country,SERIES,Series,PERIOD,Pay period,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,10.164105,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,10.001947,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,9.9654675,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,9.8423205,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,9.8864869,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,9.9026676,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,7.6070043,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,7.6312576,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,7.6939205,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,7.9898656,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,8.267158,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,8.4842913,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,8.811205,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,9.3922294,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,9.6998283,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,9.9573199,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,9.9769824,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,9.7796208,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,10.006101,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,10.123094,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,10.270617,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,10.655804,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,1.4814578,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,1.5824287,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,1.5528426,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,1.6234876,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,1.6174786,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,1.6309363,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,1.7050817,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,1.7326559,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,2.001028,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,2.1846777,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,2.1981475,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,2.2192303,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,2.3191926,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,2.4495067,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,2.5705985,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,2.7013197,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,3.3461071,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,3.3667959,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,3.3841548,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,3.35953,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,3.3601562,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,3.371729,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,3.36608,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,3.43287,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,3.5372042,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,3.7679658,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,3.9223079,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,3.863694,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,3.7594322,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,3.7491439,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,3.7596014,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,3.8956732,,
RUS,Russia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,0.0711681,,
RUS,Russia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,0.1109578,,
RUS,Russia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,0.1533245,,
RUS,Russia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,0.1644015,,
RUS,Russia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,0.1824717,,
RUS,Russia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,0.1997141,,
RUS,Russia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,0.2706993,,
RUS,Russia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,0.5192384,,
RUS,Russia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,0.4550302,,
RUS,Russia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,0.7672765,,
RUS,Russia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,0.7180916,,
RUS,Russia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,0.6872677,,
RUS,Russia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,0.6711157,,
RUS,Russia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,0.7096368,,
RUS,Russia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,0.7022977,,
RUS,Russia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,0.6527422,,
SVK,Slovak Republic,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,0.8327727,,
SVK,Slovak Republic,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,0.9195433,,
SVK,Slovak Republic,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,1.0322324,,
SVK,Slovak Republic,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,1.2271846,,
SVK,Slovak Republic,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,1.3319855,,
SVK,Slovak Republic,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,1.4210099,,
SVK,Slovak Republic,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,1.5246839,,
SVK,Slovak Republic,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,1.6632916,,
SVK,Slovak Republic,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,1.7410471,,
SVK,Slovak Republic,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,1.9134615,,
SVK,Slovak Republic,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,1.9923439,,
SVK,Slovak Republic,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,2.053196,,
SVK,Slovak Republic,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,2.1185557,,
SVK,Slovak Republic,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,2.1185557,,
SVK,Slovak Republic,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,2.1185557,,
SVK,Slovak Republic,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,2.1185557,,
SVN,Slovenia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,3.3718896,,
SVN,Slovenia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,3.5321162,,
SVN,Slovenia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,3.6641911,,
SVN,Slovenia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,3.7845759,,
SVN,Slovenia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,3.9087058,,
SVN,Slovenia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,4.003822,,
SVN,Slovenia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,4.0382685,,
SVN,Slovenia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,3.993428,,
SVN,Slovenia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,4.0839041,,
SVN,Slovenia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,4.2009775,,
SVN,Slovenia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,4.9534835,,
SVN,Slovenia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,5.1011967,,
SVN,Slovenia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,5.0870562,,
SVN,Slovenia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,5.133768,,
SVN,Slovenia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,5.1564406,,
SVN,Slovenia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,5.1970915,,
KOR,South Korea,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,2.3088778,,
KOR,South Korea,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,2.5538224,,
KOR,South Korea,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,2.7601623,,
KOR,South Korea,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,2.9073836,,
KOR,South Korea,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,3.1250818,,
KOR,South Korea,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,3.3976896,,
KOR,South Korea,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,3.5196055,,
KOR,South Korea,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,3.8533641,,
KOR,South Korea,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,3.9880829,,
KOR,South Korea,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,4.1178709,,
KOR,South Korea,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,4.1103031,,
KOR,South Korea,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,4.1531204,,
KOR,South Korea,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,4.308833,,
KOR,South Korea,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,4.5135172,,
KOR,South Korea,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,4.7776632,,
KOR,South Korea,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,5.0810768,,
ESP,Spain,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,4.5865062,,
ESP,Spain,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,4.5177055,,
ESP,Spain,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,4.4718234,,
ESP,Spain,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,4.4282525,,
ESP,Spain,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,4.3862203,,
ESP,Spain,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,4.6247683,,
ESP,Spain,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,4.8148737,,
ESP,Spain,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,4.9415292,,
ESP,Spain,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,4.9926564,,
ESP,Spain,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,5.2073597,,
ESP,Spain,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,5.191528,,
ESP,Spain,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,5.0950821,,
ESP,Spain,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,4.973432,,
ESP,Spain,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,4.9341726,,
ESP,Spain,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,4.941628,,
ESP,Spain,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,4.9918814,,
TUR,Turkey,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,1.5314549,,
TUR,Turkey,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,1.3207248,,
TUR,Turkey,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,1.4153592,,
TUR,Turkey,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,1.50636,,
TUR,Turkey,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,1.9653899,,
TUR,Turkey,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,2.0477796,,
TUR,Turkey,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,2.0301858,,
TUR,Turkey,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,2.0170191,,
TUR,Turkey,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,1.9847964,,
TUR,Turkey,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,2.0356411,,
TUR,Turkey,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,2.0550701,,
TUR,Turkey,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,2.1167538,,
TUR,Turkey,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,2.17418,,
TUR,Turkey,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,2.2142575,,
TUR,Turkey,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,2.2425303,,
TUR,Turkey,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,2.4058055,,
USA,United States,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,7.3308121,,
USA,United States,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,7.1293252,,
USA,United States,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,7.0180172,,
USA,United States,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,6.8622379,,
USA,United States,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,6.6833099,,
USA,United States,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,6.4640026,,
USA,United States,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,6.2619942,,
USA,United States,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,6.4547956,,
USA,United States,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,7.0130938,,
USA,United States,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,7.8379036,,
USA,United States,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,8.1498379,,
USA,United States,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,7.9004337,,
USA,United States,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,7.7402616,,
USA,United States,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,7.6285166,,
USA,United States,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,7.5067405,,
USA,United States,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,7.497846,,
